draft_id,company_name,vertical,channel,language,offer_name,priority_score,quality_score,compliance_score,requires_founder_approval,send_allowed,external_send_blocked,status
BATCH-2026-06-04-00121,Prospect 00121 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00124,"Prospect 00124 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00127,Prospect 00127 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00130,Prospect 00130 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00133,Prospect 00133 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00136,Prospect 00136 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00139,"Prospect 00139 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00142,Prospect 00142 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00145,Prospect 00145 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00148,Prospect 00148 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00151,Prospect 00151 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00154,"Prospect 00154 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00157,Prospect 00157 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00160,Prospect 00160 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00163,Prospect 00163 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00166,Prospect 00166 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00169,"Prospect 00169 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00172,Prospect 00172 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00175,Prospect 00175 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00178,Prospect 00178 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00181,Prospect 00181 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00184,"Prospect 00184 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00187,Prospect 00187 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00190,Prospect 00190 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00193,Prospect 00193 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00196,Prospect 00196 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00199,"Prospect 00199 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00202,Prospect 00202 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00205,Prospect 00205 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00208,Prospect 00208 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00211,Prospect 00211 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00214,"Prospect 00214 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00217,Prospect 00217 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00220,Prospect 00220 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00223,Prospect 00223 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00226,Prospect 00226 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00229,"Prospect 00229 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00232,Prospect 00232 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00235,Prospect 00235 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00238,Prospect 00238 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00241,Prospect 00241 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00244,"Prospect 00244 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00247,Prospect 00247 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00250,Prospect 00250 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00253,Prospect 00253 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00256,Prospect 00256 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00259,"Prospect 00259 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00262,Prospect 00262 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00265,Prospect 00265 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00268,Prospect 00268 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00271,Prospect 00271 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00274,"Prospect 00274 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00277,Prospect 00277 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00280,Prospect 00280 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00283,Prospect 00283 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00286,Prospect 00286 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00289,"Prospect 00289 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00292,Prospect 00292 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00295,Prospect 00295 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00298,Prospect 00298 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00301,Prospect 00301 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00304,"Prospect 00304 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00307,Prospect 00307 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00310,Prospect 00310 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00313,Prospect 00313 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00316,Prospect 00316 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00319,"Prospect 00319 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00322,Prospect 00322 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00325,Prospect 00325 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00328,Prospect 00328 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00331,Prospect 00331 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00334,"Prospect 00334 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00337,Prospect 00337 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00340,Prospect 00340 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00343,Prospect 00343 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00346,Prospect 00346 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00349,"Prospect 00349 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00352,Prospect 00352 (Real Estate & Property Operations),real_estate_property_ops,website_form,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00355,Prospect 00355 (Facilities Management & Maintenance),facilities_management,website_form,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00358,Prospect 00358 (Legal & Professional Services),legal_professional_services,website_form,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00361,Prospect 00361 (Contracting & Project Controls),contracting_project_controls,website_form,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00364,"Prospect 00364 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00367,Prospect 00367 (Real Estate & Property Operations),real_estate_property_ops,website_form,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00370,Prospect 00370 (Facilities Management & Maintenance),facilities_management,website_form,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00373,Prospect 00373 (Legal & Professional Services),legal_professional_services,website_form,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00376,Prospect 00376 (Contracting & Project Controls),contracting_project_controls,website_form,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00379,"Prospect 00379 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00382,Prospect 00382 (Real Estate & Property Operations),real_estate_property_ops,website_form,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00385,Prospect 00385 (Facilities Management & Maintenance),facilities_management,website_form,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00388,Prospect 00388 (Legal & Professional Services),legal_professional_services,website_form,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00391,Prospect 00391 (Contracting & Project Controls),contracting_project_controls,website_form,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00394,"Prospect 00394 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00397,Prospect 00397 (Real Estate & Property Operations),real_estate_property_ops,website_form,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00000,Prospect 00000 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00003,Prospect 00003 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00006,Prospect 00006 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00009,"Prospect 00009 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00012,Prospect 00012 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00015,Prospect 00015 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00018,Prospect 00018 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00021,Prospect 00021 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00024,"Prospect 00024 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00027,Prospect 00027 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00030,Prospect 00030 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00033,Prospect 00033 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00036,Prospect 00036 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00039,"Prospect 00039 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00042,Prospect 00042 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00045,Prospect 00045 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00048,Prospect 00048 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00051,Prospect 00051 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00054,"Prospect 00054 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00057,Prospect 00057 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00060,Prospect 00060 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00063,Prospect 00063 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00066,Prospect 00066 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00069,"Prospect 00069 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00072,Prospect 00072 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00075,Prospect 00075 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00078,Prospect 00078 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00081,Prospect 00081 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00084,"Prospect 00084 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00087,Prospect 00087 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00090,Prospect 00090 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00093,Prospect 00093 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00096,Prospect 00096 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00099,"Prospect 00099 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00102,Prospect 00102 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00105,Prospect 00105 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00108,Prospect 00108 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00111,Prospect 00111 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00114,"Prospect 00114 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00117,Prospect 00117 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00120,Prospect 00120 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00123,Prospect 00123 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00126,Prospect 00126 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00129,"Prospect 00129 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00132,Prospect 00132 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00135,Prospect 00135 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00138,Prospect 00138 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00141,Prospect 00141 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00144,"Prospect 00144 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00147,Prospect 00147 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00150,Prospect 00150 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00153,Prospect 00153 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00156,Prospect 00156 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00159,"Prospect 00159 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00162,Prospect 00162 (Real Estate & Property Operations),real_estate_property_ops,cold_email,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00165,Prospect 00165 (Facilities Management & Maintenance),facilities_management,cold_email,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00168,Prospect 00168 (Legal & Professional Services),legal_professional_services,cold_email,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00171,Prospect 00171 (Contracting & Project Controls),contracting_project_controls,cold_email,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00174,"Prospect 00174 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00177,Prospect 00177 (Real Estate & Property Operations),real_estate_property_ops,follow_up,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00180,Prospect 00180 (Facilities Management & Maintenance),facilities_management,follow_up,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00183,Prospect 00183 (Legal & Professional Services),legal_professional_services,follow_up,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00186,Prospect 00186 (Contracting & Project Controls),contracting_project_controls,follow_up,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00189,"Prospect 00189 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00192,Prospect 00192 (Real Estate & Property Operations),real_estate_property_ops,follow_up,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00195,Prospect 00195 (Facilities Management & Maintenance),facilities_management,follow_up,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00198,Prospect 00198 (Legal & Professional Services),legal_professional_services,follow_up,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00201,Prospect 00201 (Contracting & Project Controls),contracting_project_controls,follow_up,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00204,"Prospect 00204 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00207,Prospect 00207 (Real Estate & Property Operations),real_estate_property_ops,follow_up,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00210,Prospect 00210 (Facilities Management & Maintenance),facilities_management,follow_up,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00213,Prospect 00213 (Legal & Professional Services),legal_professional_services,follow_up,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00216,Prospect 00216 (Contracting & Project Controls),contracting_project_controls,follow_up,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00219,"Prospect 00219 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00222,Prospect 00222 (Real Estate & Property Operations),real_estate_property_ops,follow_up,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00225,Prospect 00225 (Facilities Management & Maintenance),facilities_management,follow_up,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00228,Prospect 00228 (Legal & Professional Services),legal_professional_services,follow_up,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00231,Prospect 00231 (Contracting & Project Controls),contracting_project_controls,follow_up,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00234,"Prospect 00234 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00237,Prospect 00237 (Real Estate & Property Operations),real_estate_property_ops,follow_up,ar,Department OS,3.67,3,5,True,False,True,needs_review
